SequenceName	ClusterNumber
MN971889|Brazil|Maranhao|2016-01-15	77
MN237481|Brazil|SaoPaulo|2015-01-15	-1
KEXV01037442|Brazil|Pernambuco|2017-01-15	-1
MW489814|Italy|2015-01-15	-1
KEXV01046181|Brazil|SaoPaulo|2017-01-15	-1
ON989270|CY|2018-01-15	208
JQ083003|Romania|2004-01-15	311
EU553191|Romania|2005-01-15	-1
JQ083050|Romania|2007-01-15	-1
MT741453|FrenchGuiana|2007-01-15	-1
MF403299|Spain|2012-01-15	-1
KEXV01041803|Brazil|RioGrandeDoSul|2017-01-15	-1
KF853724|Angola|2009-01-15	285
KEXV01036674|Brazil|Pernambuco|2016-01-15	-1
EU553192|Romania|2005-01-15	-1
KEXV01044079|Brazil|SaoPaulo|2016-01-15	-1
EU553116|Romania|2005-01-15	364
KEXV01008558|Brazil|RioDeJaneiro|2015-01-15	69
MN236106|Brazil|SaoPaulo|2014-01-15	-1
OQ377040|BR|2019-01-15	43
KY581414|Brazil|Bahia|2014-01-15	235
KJ395654|CapeVerde|2010-01-15	-1
KM851146|Brazil|Parana|2012-01-15	-1
KEXV01035936|Brazil|MatoGrosso|2017-01-15	-1
KT951010|Brazil|Bahia|VerificarCidade|2012-01-15	1
KJ883121|Spain|2012-01-15	-1
JQ083066|Romania|2007-01-15	228
KEXV01008561|Brazil|RioDeJaneiro|2015-01-15	69
KC340134|Spain|2008-01-15	251
KEXV01043190|Brazil|SaoPaulo|2016-01-15	-1
KEXV01038962|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01041870|Brazil|RioGrandeDoSul|2017-01-15	-1
KJ194682|Romania|2012-01-15	-1
GQ401313|Brazil|SantaCatarina|2007-01-15	-1
KEXV01031485|Brazil|Alagoas|2017-01-15	-1
KEXV01039320|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01038701|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01033587|Brazil|EspiritoSanto|2016-01-15	-1
KEXV01043080|Brazil|SaoPaulo|2016-01-15	-1
KEXV01037602|Brazil|Parana|2015-01-15	-1
KEXV01032257|Brazil|Bahia|2016-01-15	197
FJ594185|Brazil|Goias|Goiania|2007-01-15	-1
AF112909|Brazil|EspiritoSanto|Vitoria|1997-01-15	-1
KEXV01035080|Brazil|MinasGerais|2017-01-15	-1
KEXV01035126|Brazil|MinasGerais|2017-01-15	67
KEXV01015683|Brazil|SaoPaulo|2015-01-15	-1
KEXV01034119|Brazil|Goias|2017-01-15	-1
EU553005|Romania|2003-01-15	315
KEXV01045741|Brazil|SaoPaulo|2017-01-15	-1
KEXV01045005|Brazil|SaoPaulo|2017-01-15	-1
HM102349|Portugal|2007-01-15	-1
KEXV01044395|Brazil|SaoPaulo|2016-01-15	-1
KJ194810|Romania|2013-01-15	-1
KX357260|Brazil|RioDeJaneiro|NovaIguacu|2013-01-15	-1
KEXV01007203|Brazil|MinasGerais|2014-01-15	-1
HM534177|Brazil|SaoPaulo|2009-01-15	-1
EU822712|Spain|2007-01-15	-1
KEXV01031240|Brazil|SantaCatarina|2015-01-15	187
KJ194698|Romania|2012-01-15	-1
KEXV01006930|Brazil|MinasGerais|2014-01-15	-1
AY771457|Brazil|SaoPaulo|SaoPaulo|1999-01-15	-1
KEXV01042986|Brazil|SaoPaulo|2016-01-15	-1
MF109640|UnitedKingdom|2013-01-15	-1
MK720299|Cameroon|2018-01-15	29
GQ399041|Austria|2004-01-15	225
AY771489|Brazil|SaoPaulo|SaoPaulo|1999-01-15	-1
HM191560|Romania|2003-01-15	-1
MT787928|Italy|2013-01-15	250
KEXV01043713|Brazil|SaoPaulo|2016-01-15	-1
KEXV01036852|Brazil|Pernambuco|2016-01-15	261
KU685573|Spain|2015-01-15	309
HM025492|Brazil|SaoPaulo|2007-01-15	-1
ON611651|Italy|2018-01-15	236
AY643215|Brazil|SaoPaulo|2002-01-15	265
JN010238|Spain|2011-01-15	-1
KJ194826|Romania|2013-01-15	-1
KEXV01043934|Brazil|SaoPaulo|2016-01-15	-1
KEXV01036777|Brazil|Pernambuco|2016-01-15	-1
MF403304|Spain|2011-01-15	-1
KJ194746|Romania|2012-01-15	-1
KEXV01044085|Brazil|SaoPaulo|2016-01-15	-1
KEXV01007372|Brazil|MinasGerais|2015-01-15	-1
KEXV01012338|Brazil|RioGrandeDoNorte|2015-01-15	-1
KEXV01036942|Brazil|Pernambuco|2016-01-15	-1
KEXV01038252|Brazil|RioDeJaneiro|2016-01-15	-1
GQ862318|Brazil|MinasGerais|BeloHorizonte|2007-01-15	-1
ON989329|CY|2019-01-15	-1
EU552952|Romania|2003-01-15	377
KEXV01037555|Brazil|Piaui|2017-01-15	-1
KEXV01014419|Brazil|SaoPaulo|2014-01-15	-1
KC340499|Spain|2009-01-15	-1
KEXV01037141|Brazil|Pernambuco|2017-01-15	-1
KEXV01036867|Brazil|Pernambuco|2016-01-15	-1
KEXV01032637|Brazil|Bahia|2017-01-15	-1
ON703535|Spain|2015-01-15	307
KEXV01032124|Brazil|Bahia|2016-01-15	-1
KEXV01030989|Brazil|Parana|2015-01-15	-1
KEXV01036051|Brazil|Para|2016-01-15	-1
KJ194714|Romania|2011-01-15	-1
KEXV01044196|Brazil|SaoPaulo|2016-01-15	131
EU822584|Spain|2005-01-15	222
KEXV01015196|Brazil|SaoPaulo|2014-01-15	-1
KEXV01008927|Brazil|RioDeJaneiro|2015-01-15	-1
AY999541|Brazil|SaoPaulo|SaoPaulo|1998-01-15	83
KJ883096|Spain|2011-01-15	-1
MN971874|Brazil|Maranhao|2017-01-15	161
MN236732|Brazil|SaoPaulo|2015-01-15	119
KJ194715|Romania|2011-01-15	-1
KEXV01045432|Brazil|SaoPaulo|2017-01-15	-1
KEXV01045763|Brazil|SaoPaulo|2017-01-15	-1
MN236658|Brazil|SaoPaulo|2015-01-15	182
JX301158|Belgium|2007-01-15	250
KEXV01032771|Brazil|Bahia|2017-01-15	-1
KEXV01002626|Brazil|Goias|2015-01-15	206
KEXV01032733|Brazil|Bahia|2017-01-15	-1
KEXV01036957|Brazil|Pernambuco|2016-01-15	191
KEXV01038853|Brazil|RioDeJaneiro|2016-01-15	-1
EU552968|Romania|2003-01-15	-1
EU553080|Romania|2004-01-15	-1
KEXV01007436|Brazil|MinasGerais|2015-01-15	-1
KEXV01007078|Brazil|MinasGerais|2014-01-15	-1
HQ638716|Brazil|MatoGrosso|2008-01-15	-1
KEXV01014845|Brazil|SaoPaulo|2014-01-15	-1
KEXV01046747|Brazil|SaoPaulo|2017-01-15	-1
KEXV01004982|Brazil|Bahia|2015-01-15	-1
KEXV01004944|Brazil|Bahia|2015-01-15	-1
MG943024|UnitedStates|2014-01-15	-1
KJ395726|CapeVerde|2011-01-15	-1
MN971881|Brazil|Maranhao|2016-01-15	179
KEXV01045894|Brazil|SaoPaulo|2017-01-15	-1
KEXV01035736|Brazil|MatoGrosso|2016-01-15	-1
KEXV01033244|Brazil|Ceara|2017-01-15	-1
MT571150|UnitedKingdom|2014-01-15	307
KEXV01031443|Brazil|Alagoas|2017-01-15	129
EU553175|Romania|2005-01-15	-1
JQ083034|Romania|2007-01-15	-1
MT570661|UnitedKingdom|2016-01-15	353
AF204043|Romania|1996-01-15	-1
KEXV01038543|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01042882|Brazil|SaoPaulo|2016-01-15	-1
EF120233|Argentina|2003-01-15	-1
KEXV01034561|Brazil|MinasGerais|2016-01-15	-1
KEXV01033681|Brazil|EspiritoSanto|2017-01-15	-1
GQ399904|Portugal|2003-01-15	-1
KEXV01045453|Brazil|SaoPaulo|2017-01-15	-1
KEXV01005030|Brazil|Bahia|2015-01-15	-1
AF204044|Romania|1996-01-15	-1
KEXV01043866|Brazil|SaoPaulo|2016-01-15	-1
KEXV01042105|Brazil|SantaCatarina|2016-01-15	-1
KEXV01046511|Brazil|SaoPaulo|2017-01-15	-1
KC340396|Spain|2009-01-15	-1
KX159065|Romania|2014-01-15	-1
KEXV01031791|Brazil|Amazonas|2017-01-15	-1
KEXV01038928|Brazil|RioDeJaneiro|2016-01-15	-1
JN010228|Spain|2010-01-15	-1
KEXV01005153|Brazil|Ceara|2015-01-15	-1
JN114167|Brazil|Goias|Goiania|2009-01-15	73
KEXV01002453|Brazil|DistritoFederal|2015-01-15	-1
KX838629|Brazil|SaoPaulo|2014-01-15	30
KT203238|Brazil|Parana|Curitiba|2015-01-15	36
KEXV01038666|Brazil|RioDeJaneiro|2016-01-15	-1
MH663718|UnitedKingdom|2012-01-15	-1
MN236864|Brazil|SaoPaulo|2015-01-15	-1
KEXV01040816|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01041382|Brazil|RioGrandeDoSul|2017-01-15	-1
EU553064|Romania|2003-01-15	-1
HM191576|Romania|2004-01-15	-1
KEXV01008694|Brazil|RioDeJaneiro|2015-01-15	-1
JN195970|Brazil|SaoPaulo|SaoPaulo|2008-01-15	-1
KF922129|Brazil|RioDeJaneiro|2006-01-15	-1
AY643222|Brazil|SaoPaulo|2002-01-15	-1
MT788064|Italy|2015-01-15	-1
FJ030690|Italy|1998-01-15	-1
HQ585049|Brazil|SaoPaulo|2008-01-15	-1
KEXV01034625|Brazil|MinasGerais|2016-01-15	-1
KEXV01039240|Brazil|RioDeJaneiro|2017-01-15	-1
MN237187|Brazil|SaoPaulo|2017-01-15	-1
KT737353|Brazil|Amapa|2014-01-15	152
KM851133|Brazil|Parana|2012-01-15	-1
DQ877750|Luxembourg|2003-01-15	-1
KJ883111|Spain|2012-01-15	-1
KEXV01011916|Brazil|SaoPaulo|2015-01-15	275
KEXV01038572|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01033018|Brazil|Ceara|2016-01-15	-1
AY441872|Brazil|SaoPaulo|SaoPaulo|2000-01-15	-1
KEXV01008275|Brazil|RioDeJaneiro|2014-01-15	-1
KEXV01006908|Brazil|MinasGerais|2014-01-15	-1
KEXV01043226|Brazil|SaoPaulo|2016-01-15	-1
KEXV01034027|Brazil|Goias|2017-01-15	-1
MT417769|Belgium|2014-01-15	-1
EF393860|Brazil|RioGrandeDoSul|2005-01-15	245
MH472157|Germany|2015-01-15	-1
KEXV01040785|Brazil|RioGrandeDoSul|2016-01-15	-1
KF702324|Panama|2012-01-15	-1
MN133138|Italy|2013-01-15	-1
GQ400958|Sweden|2005-01-15	-1
KP115579|Brazil|SaoPaulo|2012-01-15	-1
EU553255|Romania|2007-01-15	-1
KEXV01014557|Brazil|SaoPaulo|2014-01-15	-1
AY999449|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
MT741457|FrenchGuiana|2013-01-15	-1
KEXV01032392|Brazil|Bahia|2016-01-15	-1
KEXV01035339|Brazil|MinasGerais|2017-01-15	-1
AY643237|Brazil|SaoPaulo|2003-01-15	-1
KEXV01031374|Brazil|Alagoas|2016-01-15	-1
KEXV01008724|Brazil|RioDeJaneiro|2015-01-15	-1
MK543516|Angola|2018-01-15	-1
KEXV01007693|Brazil|Bahia|2014-01-15	6
KEXV01042168|Brazil|SantaCatarina|2016-01-15	-1
KEXV01035500|Brazil|MinasGerais|2017-01-15	-1
AF447853|Romania|1994-01-15	305
KEXV01007511|Brazil|MinasGerais|2015-01-15	180
JQ280941|Germany|2003-01-15	-1
KEXV01045165|Brazil|SaoPaulo|2017-01-15	-1
JQ280935|Romania|2003-01-15	-1
MW489773|Italy|2017-01-15	-1
EU553223|Romania|2006-01-15	371
EU553143|Romania|2005-01-15	362
FJ784206|Brazil|Goias|Goiania|2003-01-15	47
KEXV01041949|Brazil|SantaCatarina|2016-01-15	-1
FJ594180|Brazil|Goias|Goiania|2007-01-15	-1
KEXV01046149|Brazil|SaoPaulo|2017-01-15	-1
MG365857|Brazil|RioDeJaneiro|2012-01-15	-1
KEXV01043137|Brazil|SaoPaulo|2016-01-15	-1
MN236067|Brazil|SaoPaulo|2014-01-15	-1
MK177751|Spain|2016-01-15	329
EF379167|Brazil|RioGrandeDoSul|2005-01-15	39
JN937044|Angola|2009-01-15	-1
KEXV01037046|Brazil|Pernambuco|2016-01-15	-1
KEXV01034924|Brazil|MinasGerais|2016-01-15	-1
KJ395723|CapeVerde|2011-01-15	-1
KEXV01035357|Brazil|MinasGerais|2017-01-15	-1
KEXV01016350|Brazil|SaoPaulo|2015-01-15	-1
EU189719|Brazil|SaoPaulo|2005-01-15	-1
MT741473|FrenchGuiana|2017-01-15	-1
KEXV01007368|Brazil|MinasGerais|2015-01-15	-1
KEXV01032545|Brazil|Bahia|2017-01-15	-1
EU553239|Romania|2006-01-15	-1
KEXV01032070|Brazil|Bahia|2016-01-15	-1
EU553159|Romania|2005-01-15	341
AY275717|Brazil|RioGrandeDoSul|2002-01-15	-1
KJ883101|Spain|2011-01-15	-1
MW489724|IT|2018-01-15	372
KJ883086|Spain|2011-01-15	-1
EU068362|Angola|2001-01-15	-1
KX887694|Brazil|Para|2015-01-15	14
KEXV01043248|Brazil|SaoPaulo|2016-01-15	-1
JN710763|Bolivia|1996-01-15	23
HM102347|Portugal|2004-01-15	-1
KT355899|Brazil|Bahia|Salvador|2009-01-15	-1
JN195962|Brazil|SaoPaulo|SaoPaulo|2008-01-15	-1
EU068372|Angola|2001-01-15	-1
KEXV01038463|Brazil|RioDeJaneiro|2016-01-15	-1
KX159001|Romania|2013-01-15	-1
GQ399853|Italy|2004-01-15	-1
JN710764|Bolivia|1996-01-15	23
KEXV01037200|Brazil|Pernambuco|2017-01-15	-1
KEXV01036448|Brazil|Para|2017-01-15	-1
MT787920|Italy|2012-01-15	286
KEXV01033411|Brazil|DistritoFederal|2017-01-15	-1
AF295282|Italy|1998-01-15	-1
KEXV01004890|Brazil|Bahia|2015-01-15	-1
KP115536|Brazil|SaoPaulo|2014-01-15	133
KEXV01015815|Brazil|SaoPaulo|2015-01-15	254
KEXV01004814|Brazil|Bahia|2015-01-15	-1
KEXV01036667|Brazil|Pernambuco|2016-01-15	232
KEXV01039034|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01033724|Brazil|EspiritoSanto|2017-01-15	-1
KEXV01042222|Brazil|SantaCatarina|2016-01-15	-1
KEXV01033152|Brazil|Ceara|2017-01-15	-1
KEXV01035133|Brazil|MinasGerais|2017-01-15	-1
KT355914|Brazil|DistritoFederal|Brasilia|2009-01-15	60
EU189704|Brazil|SaoPaulo|2005-01-15	-1
KEXV01045592|Brazil|SaoPaulo|2017-01-15	107
AB864437|Japan|2012-01-15	300
EU553048|Romania|2003-01-15	-1
KEXV01033829|Brazil|Goias|2016-01-15	-1
GQ400222|Italy|2004-01-15	-1
KEXV01044946|Brazil|SaoPaulo|2017-01-15	-1
KEXV01046650|Brazil|SaoPaulo|2017-01-15	-1
KEXV01041106|Brazil|RioGrandeDoSul|2016-01-15	-1
FJ591362|Brazil|Parana|2005-01-15	-1
KJ194773|Romania|2012-01-15	299
KEXV01036757|Brazil|Pernambuco|2016-01-15	-1
AY999622|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
HM534109|Brazil|SaoPaulo|2009-01-15	-1
KEXV01035142|Brazil|MinasGerais|2017-01-15	-1
JQ280905|Romania|2007-01-15	-1
KEXV01037281|Brazil|Pernambuco|2017-01-15	-1
KEXV01033925|Brazil|Goias|2016-01-15	-1
KEXV01007395|Brazil|MinasGerais|2015-01-15	-1
KEXV01011613|Brazil|SaoPaulo|2015-01-15	132
KX357303|Brazil|RioDeJaneiro|NovaIguacu|2015-01-15	86
AY643244|Brazil|SaoPaulo|2003-01-15	-1
MF545202|Brazil|MatoGrossoDoSul|2011-01-15	116
KEXV01044879|Brazil|SaoPaulo|2016-01-15	-1
KEXV01045282|Brazil|SaoPaulo|2017-01-15	-1
JX300203|Austria|2007-01-15	146
KEXV01038276|Brazil|RioDeJaneiro|2016-01-15	103
JQ280906|Romania|2007-01-15	-1
EU189725|Brazil|SaoPaulo|2005-01-15	-1
KEXV01036209|Brazil|Para|2017-01-15	-1
KEXV01036847|Brazil|Pernambuco|2016-01-15	-1
KEXV01046340|Brazil|SaoPaulo|2017-01-15	196
KEXV01012253|Brazil|Paraiba|2015-01-15	-1
KEXV01046597|Brazil|SaoPaulo|2017-01-15	-1
MF403325|Spain|2012-01-15	250
KP115411|Brazil|SaoPaulo|2014-01-15	-1
MW545361|BR|2018-01-15	-1
AF077336|Belgium|1993-01-15	-1
JQ083017|Romania|2008-01-15	-1
KEXV01039962|Brazil|RioGrandeDoNorte|2017-01-15	-1
JN029747|Brazil|Bahia|Salvador|2006-01-15	-1
KEXV01039063|Brazil|RioDeJaneiro|2017-01-15	-1
EU552995|Romania|2003-01-15	-1
EU032013|Romania|2006-01-15	351
KEXV01029538|Brazil|Para|2015-01-15	-1
KEXV01044569|Brazil|SaoPaulo|2016-01-15	-1
KEXV01033465|Brazil|DistritoFederal|2017-01-15	287
KP231396|Romania|2013-01-15	-1
KF922111|Brazil|RioDeJaneiro|2005-01-15	-1
KEXV01038829|Brazil|RioDeJaneiro|2016-01-15	-1
KF853647|Angola|2009-01-15	-1
HV0014|Brazil|Bahia|2014-08-20	4
MW489612|Italy|2013-01-15	-1
EU553207|Romania|2006-01-15	-1
FJ591593|Brazil|RioDeJaneiro|2004-01-15	-1
JQ280886|Romania|2005-01-15	-1
KEXV01008644|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01038832|Brazil|RioDeJaneiro|2016-01-15	-1
MN528364|Brazil|Para|2015-01-15	47
AY999569|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
FJ591249|Brazil|Parana|2005-01-15	153
EU553000|Romania|2003-01-15	-1
MK543515|Angola|2018-01-15	-1
KEXV01042904|Brazil|SaoPaulo|2016-01-15	-1
KEXV01007452|Brazil|MinasGerais|2015-01-15	-1
KEXV01037000|Brazil|Pernambuco|2016-01-15	120
KJ194693|Romania|2012-01-15	-1
KEXV01034856|Brazil|MinasGerais|2016-01-15	-1
KEXV01007235|Brazil|MinasGerais|2015-01-15	-1
KEXV01034292|Brazil|Maranhao|2016-01-15	77
JN010223|Spain|2010-01-15	-1
EU189711|Brazil|SaoPaulo|2005-01-15	-1
KEXV01033471|Brazil|DistritoFederal|2017-01-15	-1
KEXV01038260|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01033543|Brazil|EspiritoSanto|2016-01-15	-1
KEXV01044953|Brazil|SaoPaulo|2017-01-15	-1
KY640113|Brazil|SaoPaulo|2015-01-15	3
MG365872|Brazil|RioDeJaneiro|2008-01-15	-1
KEXV01036124|Brazil|Para|2016-01-15	-1
EU553016|Romania|2003-01-15	-1
MN237478|Brazil|SaoPaulo|2015-01-15	-1
JN010249|Spain|2011-01-15	-1
KEXV01040515|Brazil|RioGrandeDoSul|2016-01-15	-1
KJ194821|Romania|2013-01-15	314
KEXV01007507|Brazil|MinasGerais|2015-01-15	-1
KEXV01040259|Brazil|RioGrandeDoSul|2016-01-15	-1
KJ194741|Romania|2012-01-15	366
MH072965|Germany|2010-01-15	-1
KEXV01011951|Brazil|SaoPaulo|2015-01-15	183
KEXV01044224|Brazil|SaoPaulo|2016-01-15	112
KEXV01041975|Brazil|SantaCatarina|2016-01-15	-1
KEXV01045827|Brazil|SaoPaulo|2017-01-15	-1
KEXV01008673|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01039480|Brazil|RioDeJaneiro|2017-01-15	-1
KY315784|Netherlands|2005-01-15	-1
KEXV01043909|Brazil|SaoPaulo|2016-01-15	-1
KEXV01038118|Brazil|Parana|2017-01-15	-1
EU068361|Angola|2001-01-15	273
KX159077|Romania|2013-01-15	-1
JQ083060|Romania|2008-01-15	228
KJ194757|Romania|2012-01-15	-1
KEXV01009135|Brazil|RioDeJaneiro|2015-01-15	-1
HM025321|Brazil|SaoPaulo|2007-01-15	-1
EU189726|Brazil|SaoPaulo|2006-01-15	234
JQ083061|Romania|2008-01-15	-1
KF922171|Brazil|RioDeJaneiro|2007-01-15	-1
AY999416|Brazil|SaoPaulo|1998-01-15	-1
MN237058|Brazil|SaoPaulo|2015-01-15	-1
KEXV01014592|Brazil|SaoPaulo|2014-01-15	148
MN237389|Brazil|SaoPaulo|2015-01-15	-1
KX357299|Brazil|RioDeJaneiro|NovaIguacu|2015-01-15	86
KEXV01036658|Brazil|Paraiba|2017-01-15	-1
KX838569|Brazil|SaoPaulo|2015-01-15	11
MT788296|Italy|2012-01-15	17
KEXV01036961|Brazil|Pernambuco|2016-01-15	-1
KEXV01034641|Brazil|MinasGerais|2016-01-15	-1
KEXV01044576|Brazil|SaoPaulo|2016-01-15	-1
KEXV01039817|Brazil|RioDeJaneiro|2017-01-15	-1
EU552963|Romania|2003-01-15	-1
KEXV01031339|Brazil|RioDeJaneiro|2015-01-15	-1
KT355892|Brazil|Bahia|Salvador|2009-01-15	-1
KEXV01029742|Brazil|Pernambuco|2015-01-15	-1
KEXV01040740|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01041875|Brazil|RioGrandeDoSul|2017-01-15	-1
KEXV01035099|Brazil|MinasGerais|2017-01-15	-1
KEXV01037160|Brazil|Pernambuco|2017-01-15	-1
KM489116|Brazil|SaoPaulo|SantoAndre|2003-01-15	317
KEXV01044466|Brazil|SaoPaulo|2016-01-15	109
EU553250|Romania|2006-01-15	-1
EU553170|Romania|2005-01-15	375
KEXV01029667|Brazil|Pernambuco|2015-01-15	-1
KEXV01039293|Brazil|RioDeJaneiro|2017-01-15	-1
KC534947|Argentina|2009-01-15	-1
MN236419|Brazil|SaoPaulo|2014-01-15	21
KEXV01035129|Brazil|MinasGerais|2017-01-15	-1
KEXV01034892|Brazil|MinasGerais|2016-01-15	-1
KEXV01036726|Brazil|Pernambuco|2016-01-15	147
EU553171|Romania|2005-01-15	379
EU552979|Romania|2003-01-15	-1
EU553091|Romania|2004-01-15	356
KEXV01039245|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01035686|Brazil|MatoGrossoDoSul|2017-01-15	-1
KEXV01007206|Brazil|MinasGerais|2014-01-15	-1
KEXV01008329|Brazil|RioDeJaneiro|2014-01-15	-1
ON423286|BR|2018-01-15	-1
KX159060|Romania|2014-01-15	-1
EF120140|Argentina|2003-01-15	-1
KEXV01037026|Brazil|Pernambuco|2016-01-15	-1
KEXV01039935|Brazil|RioGrandeDoNorte|2016-01-15	-1
KEXV01038079|Brazil|Parana|2017-01-15	-1
JN010239|Spain|2010-01-15	-1
KY581440|Brazil|Bahia|2014-01-15	-1
KEXV01044561|Brazil|SaoPaulo|2016-01-15	-1
KP115550|Brazil|SaoPaulo|2014-01-15	-1
JQ083045|Romania|2007-01-15	-1
KEXV01027467|Brazil|MatoGrossoDoSul|2014-01-15	-1
KEXV01044487|Brazil|SaoPaulo|2016-01-15	211
MH682078|Italy|2015-01-15	-1
KEXV01037673|Brazil|Parana|2016-01-15	-1
KEXV01015156|Brazil|SaoPaulo|2014-01-15	-1
FJ900265|Angola|2006-01-15	-1
KEXV01036974|Brazil|Pernambuco|2016-01-15	-1
MF403330|Spain|2013-01-15	284
EU553187|Romania|2005-01-15	-1
KEXV01044782|Brazil|SaoPaulo|2016-01-15	-1
KC340888|Spain|2010-01-15	-1
KEXV01007215|Brazil|MinasGerais|2014-01-15	81
KX887919|Brazil|Pernambuco|2015-01-15	-1
KEXV01045318|Brazil|SaoPaulo|2017-01-15	66
HM191571|Romania|2004-01-15	-1
HM025343|Brazil|SaoPaulo|2007-01-15	-1
KP688144|Cuba|2008-01-15	-1
KX159076|Romania|2014-01-15	-1
KEXV01029561|Brazil|Para|2015-01-15	-1
MN236913|Brazil|SaoPaulo|2015-01-15	233
KEXV01032207|Brazil|Bahia|2016-01-15	-1
KEXV01039107|Brazil|RioDeJaneiro|2017-01-15	62
EU068407|Angola|2001-01-15	-1
KEXV01045539|Brazil|SaoPaulo|2017-01-15	-1
KEXV01035389|Brazil|MinasGerais|2017-01-15	138
MN014548|Spain|2014-01-15	290
KEXV01029617|Brazil|Para|2015-01-15	-1
MF403318|Spain|2013-01-15	-1
GQ400408|Italy|2004-01-15	-1
KEXV01016208|Brazil|SaoPaulo|2015-01-15	-1
KJ194677|Romania|2012-01-15	-1
KEXV01046390|Brazil|SaoPaulo|2017-01-15	-1
KEXV01037105|Brazil|Pernambuco|2017-01-15	-1
KEXV01031877|Brazil|Amazonas|2017-01-15	-1
KEXV01035419|Brazil|MinasGerais|2017-01-15	-1
KEXV01033697|Brazil|EspiritoSanto|2017-01-15	-1
KEXV01032017|Brazil|Amapa|2017-01-15	-1
KEXV01012576|Brazil|RioGrandeDoSul|2015-01-15	-1
KEXV01036049|Brazil|Para|2016-01-15	-1
KX838760|Brazil|SaoPaulo|2015-01-15	-1
MT570445|UnitedKingdom|2015-01-15	-1
KEXV01008732|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01038920|Brazil|RioDeJaneiro|2016-01-15	-1
MN235993|Brazil|SaoPaulo|2014-01-15	308
KJ194805|Romania|2013-01-15	-1
KEXV01038393|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01043194|Brazil|SaoPaulo|2016-01-15	-1
GQ241018|Spain|2007-01-15	-1
KM851066|Brazil|Parana|2012-01-15	48
MN237396|Brazil|SaoPaulo|2015-01-15	-1
KY514084|Spain|2014-01-15	290
MN509146|Brazil|Goias|2014-01-15	279
KEXV01037186|Brazil|Pernambuco|2017-01-15	-1
KEXV01043937|Brazil|SaoPaulo|2016-01-15	-1
KEXV01015761|Brazil|SaoPaulo|2015-01-15	-1
MN237133|Brazil|SaoPaulo|2016-01-15	-1
MN237311|Brazil|SaoPaulo|2017-01-15	216
KF922012|Brazil|RioDeJaneiro|2005-01-15	-1
KEXV01046811|Brazil|Tocantins|2016-01-15	-1
MN237237|Brazil|SaoPaulo|2017-01-15	-1
KEXV01045009|Brazil|SaoPaulo|2017-01-15	-1
JQ280930|Romania|2003-01-15	-1
EF517438|Bulgaria|1998-01-15	-1
KEXV01039614|Brazil|RioDeJaneiro|2017-01-15	-1
MF545204|Brazil|MatoGrossoDoSul|2011-01-15	108
EU553266|Romania|2007-01-15	-1
AY999378|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
JQ280901|Romania|2006-01-15	-1
KEXV01040992|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01037904|Brazil|Parana|2016-01-15	-1
KEXV01037276|Brazil|Pernambuco|2017-01-15	-1
KEXV01039087|Brazil|RioDeJaneiro|2017-01-15	51
KEXV01036626|Brazil|Paraiba|2017-01-15	-1
KEXV01033929|Brazil|Goias|2016-01-15	-1
KF727755|Canada|2007-01-15	-1
KEXV01038733|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01036465|Brazil|Para|2017-01-15	-1
KEXV01043717|Brazil|SaoPaulo|2016-01-15	-1
EU552947|Romania|2003-01-15	351
KM851201|Brazil|Parana|2012-01-15	-1
KEXV01037441|Brazil|Pernambuco|2017-01-15	-1
KEXV01035920|Brazil|MatoGrosso|2017-01-15	-1
KEXV01037050|Brazil|Pernambuco|2016-01-15	-1
AY643219|Brazil|SaoPaulo|2002-01-15	210
KEXV01038471|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01045840|Brazil|SaoPaulo|2017-01-15	-1
KJ194709|Romania|2011-01-15	-1
KEXV01011890|Brazil|SaoPaulo|2015-01-15	74
KEXV01035183|Brazil|MinasGerais|2017-01-15	-1
MH072415|Germany|2002-01-15	-1
KT427663|Brazil|SaoPaulo|2010-01-15	-1
KEXV01040573|Brazil|RioGrandeDoSul|2016-01-15	136
KEXV01004932|Brazil|Bahia|2015-01-15	-1
EU553234|Romania|2006-01-15	-1
KEXV01039737|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01034598|Brazil|MinasGerais|2016-01-15	-1
EU553154|Romania|2005-01-15	-1
